subID	modeli	name	eta	Mp	wp	nll	nllsd	success	iterations
25	7	dDNd	1	77.1963043171359	-0.448891759422259	266.242964766772	0.0352678656014593	2	15
26	1	McFadden	10.2148687362671	NaN	NaN	118.156775994147	0.046084721216653	2	18
26	2	Model2	9.53341674804688	NaN	NaN	118.151269549867	0.0579396095052276	2	13
26	3	DN	1	2.86102299185131e-07	0.156070458889008	110.527568645574	0.0473642823919625	2	16
26	4	dDNa	1	0.00380859375000853	0.14930419921875	112.582158923362	0.0515787011096571	2	11
26	5	dDNb	1	2.86102299185131e-07	0.148584389686584	111.414762143126	0.0574789133607628	1	17
26	6	dDNc	1	4.73022461022765e-05	0.150623321533203	112.59142647936	0.05019397575486	2	16
26	7	dDNd	1	2.86102299185131e-07	0.152111673355103	111.455437070098	0.0370239554019162	2	17
27	1	McFadden	40.1028269391507	NaN	NaN	345.1855278954	0.0330958471719709	2	25
27	2	Model2	40.1796676635742	NaN	NaN	345.108772318597	0.0335112532380086	2	15
27	3	DN	1	148.731691354589	-1.28642973256774	341.030672449315	0.0294417839689247	2	23
27	4	dDNa	1	46.0622741281437	-0.0766204942050536	345.079572767337	0.0312512976263813	2	19
27	5	dDNb	1	102.129394210875	-0.75633893031627	343.27541988529	0.044023267010251	2	28
27	6	dDNc	1	49.4374519824982	-0.121487128734589	345.046638912342	0.0417889193441609	2	17
27	7	dDNd	1	103.989302170277	-0.778457689285279	343.232929723001	0.0361413486183888	2	15
28	1	McFadden	4.30497693822254	NaN	NaN	171.37027202258	0.0276184901020878	2	20
28	2	Model2	3.48841009140016	NaN	NaN	169.814927907299	0.0308833623159306	2	16
28	3	DN	1	2.24252929687501	0.0998504638671875	171.130429074927	0.0296658398750378	2	15
28	4	dDNa	1	2.63539619445801	0.0442717552185058	169.750788288392	0.0322178411251813	2	17
28	5	dDNb	1	4.43339251286817	-0.0491634208417964	169.839524258439	0.0288588557451979	1	22
28	6	dDNc	1	2.83465061187745	0.0351507186889648	169.782291430391	0.0356295696350041	2	17
28	7	dDNd	1	3.30070818920237	0.00779447241556352	169.814533198875	0.0288785688908389	1	22
29	1	McFadden	62.837570142746	NaN	NaN	349.924996923855	0.0462894400545744	1	18
29	2	Model2	61.8927681985311	NaN	NaN	349.845960737439	0.0357804738649285	2	19
29	3	DN	1	2.86102299185131e-07	0.517499542236328	343.349206797178	0.0315207360125592	2	16
29	4	dDNa	1	2.86102299185131e-07	0.525525197386742	344.065817985933	0.0349674260269616	2	18
29	5	dDNb	1	2.86102299185131e-07	0.531612849235535	343.296253653697	0.0313789676896903	2	19
29	6	dDNc	1	1.0244549031313e-07	0.515982715599239	344.056381641314	0.0316699945681585	2	21
29	7	dDNd	1	3.52926576852042e-11	0.520513124059016	343.218893668166	0.0355437536694042	2	24
30	1	McFadden	42.5515380859375	NaN	NaN	218.049624844909	0.0367221933844965	2	15
30	2	Model2	41.191455078125	NaN	NaN	216.959127981961	0.0312585118964307	2	12
30	3	DN	1	110.828276324272	-0.57380747795105	205.6236206999	0.0289917768449579	2	11
30	4	dDNa	1	102.210405414179	-0.516920582391322	208.425489084142	0.0311407464751218	2	11
30	5	dDNb	1	104.396893707183	-0.531012117510909	207.361398076986	0.0328955112210945	2	18
30	6	dDNc	1	103.0092212677	-0.521635055541992	208.37090185343	0.0245178670126278	2	11
30	7	dDNd	1	103.171077384544	-0.521224673383404	207.316371060458	0.0330218636304367	2	11
31	1	McFadden	457.415526247025	NaN	NaN	368.940013815631	0.0348334840008508	2	12
31	2	Model2	649.559616492805	NaN	NaN	368.854045799876	0.0387621793515686	2	16
31	3	DN	1	496.375762349367	1.83977254629135	368.87299972368	0.0342004004665832	2	18
31	4	dDNa	1	958.382854848673	1.11330433569864	368.91738149725	0.0335723244004196	1	21
31	5	dDNb	1	898.778755533975	0.0225903145968914	368.907309594529	0.0390004704338623	2	14
31	6	dDNc	1	308.630829483923	1.9999999998603	368.807716005315	0.0323443458989867	2	23
31	7	dDNd	1	763.772483763998	1.04415561503738	368.852040146868	0.0390291409212742	1	18
32	1	McFadden	8.45696867286752	NaN	NaN	315.74059520792	0.0269318294673466	1	19
32	2	Model2	7.48501739501954	NaN	NaN	312.454605010513	0.0360940594894428	2	11
32	3	DN	1	4.73022461022765e-05	0.595552062988281	298.100014059315	0.0285923262101315	2	16
32	4	dDNa	1	2.86102299185131e-07	0.538661982119083	295.290043717555	0.0311935689636373	2	16
32	5	dDNb	1	2.86102299185131e-07	0.56313678920269	296.999371697726	0.0393744330755064	2	16
