subID	Model	randi	Mp0	wp0	Mp	wp	nll	nllsd	success	iterations
1.000000	4.000000	31.000000	31.824936	0.563469	0.297044	0.001326	100.133124	0.026649	2.000000	19.000000
1.000000	4.000000	28.000000	8.188909	1.016694	0.319103	0.000000	100.103749	0.030175	1.000000	22.000000
1.000000	4.000000	30.000000	9.330352	0.942270	0.306024	0.000001	100.096819	0.022628	1.000000	21.000000
1.000000	4.000000	33.000000	20.528431	0.692675	0.301105	0.000001	100.017025	0.026421	1.000000	19.000000
1.000000	4.000000	4.000000	32.508994	0.715718	0.297816	0.000897	100.112926	0.029722	2.000000	22.000000
1.000000	4.000000	5.000000	20.772412	0.429928	0.305749	0.001734	100.166163	0.024318	1.000000	19.000000
1.000000	4.000000	15.000000	43.897129	1.162009	0.295527	0.000000	100.008213	0.027945	1.000000	28.000000
1.000000	4.000000	34.000000	27.458003	1.198807	0.236343	0.007137	100.346688	0.024532	1.000000	24.000000
1.000000	4.000000	10.000000	13.126976	1.211190	0.245603	0.005533	100.221109	0.024747	1.000000	41.000000
1.000000	5.000000	13.000000	10.029107	0.397208	0.001099	0.038794	103.036114	0.018252	2.000000	13.000000
1.000000	5.000000	20.000000	27.298330	1.209941	0.001099	0.030933	102.163035	0.022763	2.000000	14.000000
1.000000	5.000000	21.000000	10.105514	0.653596	0.340172	0.000000	100.319097	0.026173	2.000000	14.000000
1.000000	5.000000	36.000000	41.067619	1.118519	0.294964	0.000000	100.091933	0.035032	2.000000	15.000000
1.000000	5.000000	9.000000	25.745608	0.387505	0.310638	0.000000	100.125042	0.031296	2.000000	15.000000
1.000000	5.000000	12.000000	13.721714	1.030239	0.263109	0.000000	100.390792	0.037755	2.000000	19.000000
1.000000	5.000000	23.000000	36.801278	0.790018	0.296171	0.000000	100.062490	0.024659	1.000000	20.000000
1.000000	5.000000	5.000000	24.369252	0.017196	0.000000	0.024571	102.459952	0.024411	2.000000	17.000000
1.000000	5.000000	38.000000	12.891838	0.409944	0.261924	0.000000	100.362080	0.037396	2.000000	19.000000
1.000000	5.000000	16.000000	15.653665	0.586956	0.350201	0.000000	100.398896	0.027181	1.000000	17.000000
1.000000	5.000000	17.000000	15.063217	0.083194	0.305258	0.000000	100.033669	0.030698	1.000000	20.000000
1.000000	5.000000	32.000000	35.259472	0.390175	0.304651	0.000000	100.088665	0.023525	2.000000	17.000000
1.000000	5.000000	35.000000	39.104512	0.803054	0.303645	0.000000	100.047843	0.019401	1.000000	21.000000
1.000000	5.000000	15.000000	33.169534	0.529113	0.302204	0.000000	100.076633	0.028411	2.000000	16.000000
1.000000	5.000000	18.000000	39.807848	0.048930	0.327835	0.000000	100.157477	0.019760	2.000000	18.000000
1.000000	5.000000	26.000000	34.067564	0.731012	0.329003	0.000000	100.209100	0.028990	2.000000	18.000000
1.000000	5.000000	24.000000	14.511258	0.674300	0.299463	0.000000	100.048153	0.024964	1.000000	19.000000
1.000000	5.000000	11.000000	43.174553	0.421725	0.340131	0.000000	100.289513	0.027775	2.000000	17.000000
1.000000	5.000000	2.000000	46.738808	0.585514	0.000000	0.034497	102.447868	0.016793	2.000000	18.000000
1.000000	5.000000	6.000000	22.879466	0.342819	0.337137	0.000000	100.260833	0.024606	1.000000	18.000000
1.000000	5.000000	7.000000	33.141802	0.977134	0.326620	0.000000	100.181764	0.022001	2.000000	18.000000
1.000000	5.000000	33.000000	32.663263	0.338331	0.309708	0.000000	100.034930	0.025388	1.000000	20.000000
1.000000	5.000000	22.000000	4.342619	0.832103	0.335668	0.000000	100.241090	0.019002	2.000000	18.000000
1.000000	5.000000	4.000000	23.417790	0.868195	0.251505	0.005012	100.212910	0.026046	2.000000	19.000000
1.000000	5.000000	1.000000	15.515047	0.460154	0.310878	0.000000	100.069478	0.026843	1.000000	22.000000
1.000000	5.000000	14.000000	9.120157	1.383208	0.000000	0.030282	102.191219	0.017891	2.000000	20.000000
1.000000	5.000000	40.000000	26.642094	0.915874	0.307092	0.000001	100.069583	0.021636	1.000000	18.000000
1.000000	5.000000	8.000000	41.819512	0.844558	0.305113	0.000000	100.114142	0.033545	1.000000	19.000000
1.000000	5.000000	29.000000	33.931653	1.198399	0.314460	0.000000	100.084888	0.022468	1.000000	21.000000
1.000000	5.000000	27.000000	40.457976	0.303471	0.247008	0.003125	100.270083	0.026027	1.000000	21.000000
1.000000	5.000000	28.000000	32.636609	1.000877	0.297780	0.000001	100.053030	0.027029	1.000000	22.000000
1.000000	5.000000	31.000000	49.311448	1.366472	0.288829	0.001431	100.143146	0.023534	2.000000	20.000000
1.000000	5.000000	10.000000	1.494813	0.608061	0.316587	0.000000	100.080463	0.021579	1.000000	17.000000
1.000000	5.000000	37.000000	43.075159	1.056294	0.290384	0.003345	100.219749	0.028952	2.000000	20.000000
1.000000	5.000000	3.000000	24.671302	0.919328	0.299590	0.000000	100.042558	0.031553	1.000000	20.000000
1.000000	5.000000	19.000000	42.210100	0.631086	0.256081	0.006498	100.326302	0.019812	1.000000	21.000000
1.000000	5.000000	25.000000	34.999287	0.014440	0.298579	0.002708	100.210529	0.026403	2.000000	25.000000
1.000000	5.000000	34.000000	19.331885	0.299732	0.299416	0.000000	100.072680	0.025334	1.000000	24.000000
1.000000	5.000000	30.000000	46.141717	0.403827	0.170454	0.011517	100.627480	0.026475	2.000000	22.000000
1.000000	5.000000	39.000000	42.980979	1.115026	0.306424	0.000000	100.064969	0.029312	2.000000	25.000000
2.000000	1.000000	18.000000	9.517026	NaN	0.186592	NaN	40.857577	0.035765	2.000000	18.000000
2.000000	1.000000	29.000000	68.479794	NaN	0.211681	NaN	40.392911	0.017817	2.000000	14.000000
2.000000	1.000000	13.000000	95.026194	NaN	0.240477	NaN	40.922120	0.014163	2.000000	17.000000
2.000000	1.000000	2.000000	19.876847	NaN	0.238647	NaN	40.851859	0.015970	2.000000	15.000000
2.000000	1.000000	30.000000	74.446588	NaN	0.213230	NaN	40.438119	0.023556	2.000000	16.000000
2.000000	1.000000	17.000000	84.154813	NaN	0.190424	NaN	40.656811	0.027399	2.000000	23.000000
2.000000	1.000000	1.000000	13.036738	NaN	0.221019	NaN	40.491155	0.022257	2.000000	19.000000
2.000000	1.000000	28.000000	13.623552	NaN	0.215767	NaN	40.406863	0.018305	2.000000	17.000000
2.000000	1.000000	24.000000	92.497664	NaN	0.203355	NaN	40.462567	0.028364	2.000000	19.000000
2.000000	1.000000	26.000000	11.281182	NaN	0.215056	NaN	40.441202	0.023610	2.000000	20.000000
2.000000	1.000000	5.000000	67.715753	NaN	0.218632	NaN	40.438143	0.020279	2.000000	17.000000
2.000000	1.000000	14.000000	28.710923	NaN	0.233158	NaN	40.731818	0.016656	2.000000	22.000000
2.000000	1.000000	21.000000	69.416177	NaN	0.223202	NaN	40.505577	0.020155	1.000000	21.000000
2.000000	1.000000	8.000000	37.631841	NaN	0.196952	NaN	40.550443	0.024495	1.000000	22.000000
2.000000	1.000000	22.000000	28.748517	NaN	0.209182	NaN	40.428746	0.021984	1.000000	18.000000
2.000000	1.000000	38.000000	98.955760	NaN	0.212478	NaN	40.413281	0.021353	1.000000	23.000000
2.000000	1.000000	31.000000	4.322340	NaN	0.202042	NaN	40.445746	0.027251	1.000000	18.000000
2.000000	1.000000	32.000000	6.633665	NaN	0.200979	NaN	40.516901	0.024989	1.000000	22.000000
2.000000	1.000000	27.000000	20.622861	NaN	0.198462	NaN	40.537440	0.026729	1.000000	19.000000
2.000000	1.000000	40.000000	98.228690	NaN	0.203653	NaN	40.424027	0.023538	1.000000	21.000000
2.000000	1.000000	11.000000	32.497437	NaN	0.228161	NaN	40.625550	0.015298	2.000000	22.000000
2.000000	1.000000	39.000000	41.467040	NaN	0.209025	NaN	40.399122	0.022436	1.000000	18.000000
2.000000	1.000000	15.000000	66.504805	NaN	0.215351	NaN	40.435806	0.022852	2.000000	19.000000
2.000000	1.000000	37.000000	65.383117	NaN	0.211575	NaN	40.420608	0.023003	1.000000	18.000000
2.000000	1.000000	3.000000	72.824883	NaN	0.209309	NaN	40.399602	0.022829	1.000000	23.000000
2.000000	1.000000	12.000000	54.760672	NaN	0.211471	NaN	40.454352	0.017505	1.000000	20.000000
2.000000	1.000000	20.000000	77.176655	NaN	0.211350	NaN	40.433715	0.025728	2.000000	20.000000
2.000000	1.000000	25.000000	84.431769	NaN	0.202966	NaN	40.456425	0.021572	1.000000	18.000000
2.000000	1.000000	9.000000	72.727290	NaN	0.203274	NaN	40.422511	0.028966	2.000000	23.000000
2.000000	1.000000	36.000000	73.781999	NaN	0.210160	NaN	40.467385	0.021875	1.000000	19.000000
2.000000	1.000000	35.000000	59.811638	NaN	0.209641	NaN	40.415709	0.024048	1.000000	18.000000
2.000000	1.000000	23.000000	20.538591	NaN	0.211386	NaN	40.435447	0.019921	1.000000	24.000000
2.000000	1.000000	10.000000	29.296755	NaN	0.202606	NaN	40.424935	0.025174	1.000000	19.000000
2.000000	1.000000	16.000000	34.164598	NaN	0.202259	NaN	40.492588	0.023684	1.000000	18.000000
2.000000	1.000000	7.000000	30.765671	NaN	0.210208	NaN	40.438364	0.026667	2.000000	24.000000
2.000000	1.000000	6.000000	86.173300	NaN	0.201760	NaN	40.458021	0.023323	1.000000	19.000000
2.000000	1.000000	19.000000	17.528181	NaN	0.211436	NaN	40.395196	0.024196	1.000000	24.000000
2.000000	1.000000	33.000000	5.247447	NaN	0.197618	NaN	40.477559	0.027593	1.000000	25.000000
2.000000	1.000000	34.000000	81.213654	NaN	0.215308	NaN	40.454784	0.020057	1.000000	23.000000
2.000000	1.000000	4.000000	94.788550	NaN	0.201202	NaN	40.463558	0.023957	1.000000	26.000000
2.000000	2.000000	21.000000	34.144330	NaN	0.002235	NaN	56.988488	0.015924	2.000000	12.000000
2.000000	2.000000	9.000000	35.253494	NaN	0.000725	NaN	56.978880	0.011657	2.000000	14.000000
2.000000	2.000000	17.000000	50.273184	NaN	0.000347	NaN	56.992765	0.011669	2.000000	14.000000
2.000000	2.000000	13.000000	22.729233	NaN	0.002235	NaN	56.990673	0.012904	2.000000	12.000000
2.000000	2.000000	28.000000	31.932931	NaN	0.000725	NaN	56.974549	0.008925	2.000000	14.000000
2.000000	2.000000	35.000000	11.034125	NaN	0.000158	NaN	56.967887	0.013034	2.000000	13.000000
2.000000	2.000000	20.000000	46.694115	NaN	0.002991	NaN	56.988788	0.014106	2.000000	12.000000
2.000000	2.000000	29.000000	62.916480	NaN	0.002991	NaN	56.991814	0.013984	2.000000	11.000000
2.000000	2.000000	12.000000	67.058753	NaN	0.000725	NaN	56.982763	0.012216	2.000000	12.000000
2.000000	2.000000	32.000000	82.332297	NaN	0.000725	NaN	56.983847	0.012872	2.000000	14.000000
2.000000	2.000000	6.000000	9.348544	NaN	0.000064	NaN	56.972501	0.013056	2.000000	13.000000
2.000000	2.000000	1.000000	85.552942	NaN	0.000725	NaN	56.983680	0.016527	2.000000	14.000000
2.000000	2.000000	23.000000	55.333733	NaN	0.000914	NaN	56.995464	0.012256	2.000000	14.000000
2.000000	2.000000	18.000000	65.281853	NaN	0.006012	NaN	56.980279	0.012641	2.000000	13.000000
2.000000	2.000000	40.000000	64.859268	NaN	0.000536	NaN	56.981002	0.011931	2.000000	15.000000
2.000000	2.000000	10.000000	60.428254	NaN	0.000536	NaN	56.993317	0.011802	2.000000	14.000000
